t,res_kind,mkind,ref_b_x,ref_b_y,ref_b_yaw,contra_b,raw_x,raw_y,raw_yaw,chosen_x,chosen_y,chosen_yaw,ref_a_x,ref_a_y,ref_a_yaw,contra_a,resid_to_ref,reloc_x,reloc_y,reloc_yaw,prior_x,prior_y,prior_yaw
1787424241.447,full,ok,-0.5384,2.4689,0.0793,0,-0.7879,2.3410,0.1206,-0.7879,2.3410,0.1206,-0.6631,2.4050,0.1000,0,0.2803,,,,-0.4998,2.4892,0.0759
1787424241.560,full,ok,-0.6631,2.4050,0.1000,0,-0.8899,2.2196,0.1504,-0.8899,2.2196,0.1504,-0.7765,2.3123,0.1252,0,0.2928,,,,-0.5399,2.4721,0.0855
1787424241.626,full,ok,-0.7765,2.3123,0.1252,0,-0.9902,2.1825,0.1583,-0.9902,2.1825,0.1583,-0.8834,2.2474,0.1417,0,0.2501,,,,-0.5399,2.4721,0.0855
1787424241.707,full,ok,-0.8834,2.2474,0.1417,0,-1.0466,2.1695,0.1624,-1.0466,2.1695,0.1624,-0.9650,2.2084,0.1521,0,0.1809,,,,-0.5883,2.4418,0.0946
1787424241.807,full,ok,-0.9650,2.2084,0.1521,0,-1.0105,2.1640,0.1609,-1.0105,2.1640,0.1609,-0.9877,2.1862,0.1565,0,0.0636,,,,-0.7144,2.3864,0.1099
1787424241.877,full,ok,-0.9877,2.1862,0.1565,0,-1.0229,2.1507,0.1666,-1.0229,2.1507,0.1666,-1.0053,2.1685,0.1616,0,0.0500,,,,-0.7711,2.3475,0.1168
1787424241.944,full,ok,-1.0053,2.1685,0.1616,0,-0.9984,2.1295,0.1735,-0.9984,2.1295,0.1735,-1.0018,2.1490,0.1675,0,0.0396,,,,-0.8195,2.3128,0.1278
1787424242.006,full,ok,-1.0018,2.1490,0.1675,0,-0.9958,2.1341,0.1730,-0.9958,2.1341,0.1730,-0.9988,2.1415,0.1703,0,0.0160,,,,-0.8195,2.3128,0.1278
1787424242.067,full,ok,-0.9988,2.1415,0.1703,0,-0.9740,2.1522,0.1680,-0.9740,2.1522,0.1680,-0.9864,2.1469,0.1692,0,0.0269,,,,-0.8842,2.2445,0.1468
1787424242.131,full,ok,-0.9864,2.1469,0.1692,0,-0.9843,2.1463,0.1680,-0.9843,2.1463,0.1680,-0.9854,2.1466,0.1686,0,0.0022,,,,-0.9067,2.2210,0.1516
1787424242.201,full,ok,-0.9854,2.1466,0.1686,0,-1.0647,2.1618,0.1608,-1.0647,2.1618,0.1608,-1.0250,2.1542,0.1647,0,0.0808,,,,-0.9067,2.2210,0.1516
1787424242.285,full,ok,-1.0250,2.1542,0.1647,0,-0.9760,2.1713,0.1591,-0.9760,2.1713,0.1591,-1.0005,2.1627,0.1619,0,0.0519,,,,-0.9661,2.1904,0.1536
1787424242.392,full,ok,-1.0005,2.1627,0.1619,0,-0.9874,2.1958,0.1505,-0.9874,2.1958,0.1505,-0.9940,2.1793,0.1562,0,0.0356,,,,-0.9824,2.1758,0.1580
1787424242.473,full,ok,-0.9940,2.1793,0.1562,0,-0.9875,2.2023,0.1506,-0.9875,2.2023,0.1506,-0.9907,2.1908,0.1534,0,0.0240,,,,-1.0049,2.1679,0.1571
1787424242.546,full,ok,-0.9907,2.1908,0.1534,0,-0.9590,2.1946,0.1556,-0.9590,2.1946,0.1556,-0.9749,2.1927,0.1545,0,0.0319,,,,-1.0184,2.1666,0.1591
1787424242.681,full,ok,-0.9749,2.1927,0.1545,0,-0.8813,2.2184,0.1513,-0.8813,2.2184,0.1513,-0.9281,2.2055,0.1529,0,0.0971,,,,-1.0197,2.1621,0.1637
1787424242.806,full,ok,-0.9281,2.2055,0.1529,0,-0.8494,2.2541,0.1413,-0.8494,2.2541,0.1413,-0.8887,2.2298,0.1471,0,0.0924,,,,-1.0094,2.1539,0.1680
1787424242.931,full,ok,-0.8887,2.2298,0.1471,0,-0.5396,2.5051,0.0563,-0.5396,2.5051,0.0563,-0.7142,2.3675,0.1017,0,0.4446,,,,-1.0138,2.1454,0.1662
1787424243.051,full,ok,-0.7142,2.3675,0.1017,0,-0.4981,2.5149,0.0546,-0.4981,2.5149,0.0546,-0.6062,2.4412,0.0781,0,0.2615,,,,-0.7834,2.3454,0.0990
1787424243.118,full,ok,-0.6062,2.4412,0.0781,0,-0.5128,2.4951,0.0609,-0.5128,2.4951,0.0609,-0.5595,2.4682,0.0695,0,0.1078,,,,-0.7834,2.3454,0.0990
1787424243.239,full,ok,-0.5595,2.4682,0.0695,0,-0.9044,2.1851,0.1550,-0.9044,2.1851,0.1550,-0.7320,2.3266,0.1123,0,0.4462,,,,-0.6181,2.4518,0.0732
1787424243.393,full,ok,-0.7320,2.3266,0.1123,0,-0.4383,2.4861,0.0735,-0.4383,2.4861,0.0735,-0.5851,2.4063,0.0929,0,0.3342,,,,-0.6442,2.4200,0.0971
1787424243.470,full,ok,-0.5851,2.4063,0.0929,0,-0.4920,2.5102,0.0665,-0.4920,2.5102,0.0665,-0.5386,2.4583,0.0797,0,0.1394,,,,-0.5510,2.4564,0.0823
1787424243.531,full,ok,-0.5386,2.4583,0.0797,0,-0.4927,2.5154,0.0657,-0.4927,2.5154,0.0657,-0.5156,2.4868,0.0727,0,0.0733,,,,-0.5252,2.4803,0.0739
1787424243.589,full,ok,-0.5156,2.4868,0.0727,0,-0.5079,2.5132,0.0641,-0.5079,2.5132,0.0641,-0.5117,2.5000,0.0684,0,0.0274,,,,-0.5252,2.4803,0.0739
1787424243.674,full,ok,-0.5117,2.5000,0.0684,0,-0.5082,2.5185,0.0616,-0.5082,2.5185,0.0616,-0.5100,2.5092,0.0650,0,0.0188,,,,-0.5058,2.5031,0.0664
1787424243.737,full,ok,-0.5100,2.5092,0.0650,0,-0.4519,2.5258,0.0586,-0.4519,2.5258,0.0586,-0.4809,2.5175,0.0618,0,0.0604,,,,-0.5009,2.5122,0.0629
1787424243.851,full,ok,-0.4809,2.5175,0.0618,0,-0.4263,2.4809,0.0718,-0.4263,2.4809,0.0718,-0.4536,2.4992,0.0668,0,0.0658,,,,-0.4807,2.5192,0.0607
1787424243.914,full,ok,-0.4536,2.4992,0.0668,0,-0.4072,2.4774,0.0734,-0.4072,2.4774,0.0734,-0.4304,2.4883,0.0701,0,0.0513,,,,-0.4807,2.5192,0.0607
1787424243.972,full,ok,-0.4304,2.4883,0.0701,0,-0.4431,2.4568,0.0809,-0.4431,2.4568,0.0809,-0.4368,2.4726,0.0755,0,0.0340,,,,-0.4297,2.4964,0.0695
1787424244.040,full,ok,-0.4368,2.4726,0.0755,0,-0.4261,2.5093,0.0686,-0.4261,2.5093,0.0686,-0.4314,2.4910,0.0721,0,0.0382,,,,-0.4272,2.4848,0.0743
1787424244.137,full,ok,-0.4314,2.4910,0.0721,0,-0.4419,2.4823,0.0749,-0.4419,2.4823,0.0749,-0.4367,2.4866,0.0735,0,0.0136,,,,-0.4272,2.4848,0.0743
1787424244.248,full,ok,-0.4367,2.4866,0.0735,0,-0.5060,2.5014,0.0662,-0.5060,2.5014,0.0662,-0.4713,2.4940,0.0698,0,0.0709,,,,-0.4179,2.4937,0.0719
1787424244.350,full,ok,-0.4713,2.4940,0.0698,0,-0.4539,2.5111,0.0635,-0.4539,2.5111,0.0635,-0.4626,2.5026,0.0667,0,0.0245,,,,-0.4356,2.4997,0.0655
1787424244.431,full,ok,-0.4626,2.5026,0.0667,0,-0.4856,2.5022,0.0680,-0.4856,2.5022,0.0680,-0.4741,2.5024,0.0673,0,0.0230,,,,-0.4356,2.4997,0.0655
1787424244.505,full,ok,-0.4741,2.5024,0.0673,0,-0.4329,2.4900,0.0765,-0.4329,2.4900,0.0765,-0.4535,2.4962,0.0719,0,0.0430,,,,-0.4339,2.5075,0.0640
1787424244.572,full,ok,-0.4535,2.4962,0.0719,0,-0.4504,2.4868,0.0772,-0.4504,2.4868,0.0772,-0.4519,2.4915,0.0746,0,0.0099,,,,-0.4352,2.5046,0.0731
1787424244.686,full,ok,-0.4519,2.4915,0.0746,0,-0.4373,2.4830,0.0784,-0.4373,2.4830,0.0784,-0.4446,2.4872,0.0765,0,0.0169,,,,-0.4346,2.5002,0.0739
1787424244.763,full,ok,-0.4446,2.4872,0.0765,0,-0.4139,2.4948,0.0742,-0.4139,2.4948,0.0742,-0.4293,2.4910,0.0753,0,0.0316,,,,-0.4272,2.4960,0.0752
1787424244.829,full,ok,-0.4293,2.4910,0.0753,0,-0.4423,2.4908,0.0705,-0.4423,2.4908,0.0705,-0.4358,2.4909,0.0729,0,0.0131,,,,-0.4272,2.4960,0.0752
1787424244.924,full,ok,-0.4358,2.4909,0.0729,0,-0.4812,2.5010,0.0679,-0.4812,2.5010,0.0679,-0.4585,2.4960,0.0704,0,0.0466,,,,-0.4172,2.4969,0.0738
1787424245.005,full,ok,-0.4585,2.4960,0.0704,0,-0.4642,2.5081,0.0658,-0.4642,2.5081,0.0658,-0.4614,2.5020,0.0681,0,0.0134,,,,-0.4201,2.4959,0.0689
1787424245.068,full,ok,-0.4614,2.5020,0.0681,0,-0.4400,2.4936,0.0705,-0.4400,2.4936,0.0705,-0.4507,2.4978,0.0693,0,0.0230,,,,-0.4383,2.5063,0.0657
1787424245.128,full,ok,-0.4507,2.4978,0.0693,0,-0.4513,2.4960,0.0729,-0.4513,2.4960,0.0729,-0.4510,2.4969,0.0711,0,0.0019,,,,-0.4383,2.5063,0.0657
1787424245.177,full,ok,-0.4510,2.4969,0.0711,0,-0.3777,2.4881,0.0776,-0.3777,2.4881,0.0776,-0.4144,2.4925,0.0743,0,0.0738,,,,-0.4348,2.5034,0.0681
1787424245.239,full,ok,-0.4144,2.4925,0.0743,0,-0.3911,2.4741,0.0836,-0.3911,2.4741,0.0836,-0.4027,2.4833,0.0790,0,0.0297,,,,-0.4156,2.4985,0.0760
1787424245.317,full,ok,-0.4027,2.4833,0.0790,0,-0.3355,2.4649,0.0865,-0.3355,2.4649,0.0865,-0.3691,2.4741,0.0827,0,0.0697,,,,-0.4156,2.4985,0.0760
1787424245.387,full,ok,-0.3691,2.4741,0.0827,0,-0.3426,2.4878,0.0805,-0.3426,2.4878,0.0805,-0.3559,2.4810,0.0816,0,0.0298,,,,-0.3769,2.4823,0.0831
1787424245.450,full,ok,-0.3559,2.4810,0.0816,0,-0.4005,2.4735,0.0842,-0.4005,2.4735,0.0842,-0.3782,2.4772,0.0829,0,0.0453,,,,-0.3605,2.4846,0.0817
1787424245.538,full,ok,-0.3782,2.4772,0.0829,0,-0.4592,2.4876,0.0810,-0.4592,2.4876,0.0810,-0.4187,2.4824,0.0820,0,0.0817,,,,-0.3605,2.4846,0.0817
1787424245.623,full,ok,-0.4187,2.4824,0.0820,0,-0.4507,2.5013,0.0688,-0.4507,2.5013,0.0688,-0.4347,2.4919,0.0754,0,0.0371,,,,-0.3671,2.4822,0.0815
1787424245.701,full,ok,-0.4347,2.4919,0.0754,0,-0.4861,2.4968,0.0673,-0.4861,2.4968,0.0673,-0.4604,2.4943,0.0713,0,0.0516,,,,-0.3879,2.4872,0.0797
1787424245.774,full,ok,-0.4604,2.4943,0.0713,0,-0.4762,2.4908,0.0691,-0.4762,2.4908,0.0691,-0.4683,2.4926,0.0702,0,0.0162,,,,-0.4239,2.4968,0.0661
1787424245.841,full,ok,-0.4683,2.4926,0.0702,0,-0.4464,2.4830,0.0702,-0.4464,2.4830,0.0702,-0.4573,2.4878,0.0702,0,0.0239,,,,-0.4239,2.4968,0.0661
1787424245.898,full,ok,-0.4573,2.4878,0.0702,0,-0.4503,2.4803,0.0719,-0.4503,2.4803,0.0719,-0.4538,2.4840,0.0711,0,0.0103,,,,-0.4369,2.4969,0.0669
1787424245.969,full,ok,-0.4538,2.4840,0.0711,0,-0.4648,2.4952,0.0699,-0.4648,2.4952,0.0699,-0.4593,2.4896,0.0705,0,0.0157,,,,-0.4387,2.4897,0.0695
1787424246.025,full,ok,-0.4593,2.4896,0.0705,0,-0.4755,2.5090,0.0656,-0.4755,2.5090,0.0656,-0.4674,2.4993,0.0680,0,0.0253,,,,-0.4387,2.4897,0.0695
1787424246.077,full,ok,-0.4674,2.4993,0.0680,0,-0.4738,2.5047,0.0624,-0.4738,2.5047,0.0624,-0.4706,2.5020,0.0652,0,0.0084,,,,-0.4442,2.4931,0.0699
1787424246.141,full,ok,-0.4706,2.5020,0.0652,0,-0.4519,2.4918,0.0620,-0.4519,2.4918,0.0620,-0.4613,2.4969,0.0636,0,0.0213,,,,-0.4560,2.5014,0.0629
1787424246.205,full,ok,-0.4613,2.4969,0.0636,0,-0.8915,2.2202,0.1436,-0.8915,2.2202,0.1436,-0.6764,2.3585,0.1036,0,0.5115,,,,-0.4560,2.5014,0.0629
1787424246.268,full,ok,-0.6764,2.3585,0.1036,0,-0.4694,2.4846,0.0635,-0.4694,2.4846,0.0635,-0.5729,2.4215,0.0836,0,0.2423,,,,-0.4948,2.4864,0.0757
1787424246.336,full,ok,-0.5729,2.4215,0.0836,0,-0.4557,2.4911,0.0627,-0.4557,2.4911,0.0627,-0.5143,2.4563,0.0731,0,0.1363,,,,-0.4883,2.4839,0.0643
1787424246.417,full,ok,-0.5143,2.4563,0.0731,0,-0.4749,2.5066,0.0603,-0.4749,2.5066,0.0603,-0.4946,2.4815,0.0667,0,0.0639,,,,-0.4883,2.4839,0.0643
1787424246.464,full,ok,-0.4946,2.4815,0.0667,0,-0.5541,2.4388,0.0825,-0.5541,2.4388,0.0825,-0.5244,2.4601,0.0746,0,0.0732,,,,-0.4775,2.4950,0.0630
1787424246.524,full,ok,-0.5244,2.4601,0.0746,0,-0.8525,2.2111,0.1495,-0.8525,2.2111,0.1495,-0.6884,2.3356,0.1120,0,0.4119,,,,-0.4775,2.4950,0.0630
1787424246.586,full,ok,-0.6884,2.3356,0.1120,0,-0.8320,2.2362,0.1430,-0.8320,2.2362,0.1430,-0.7602,2.2859,0.1275,0,0.1747,,,,-0.4903,2.4833,0.0704
1787424246.645,full,ok,-0.7602,2.2859,0.1275,0,-0.4467,2.4919,0.0670,-0.4467,2.4919,0.0670,-0.6035,2.3889,0.0973,0,0.3751,,,,-0.5621,2.4359,0.0918
1787424246.704,full,ok,-0.6035,2.3889,0.0973,0,-0.8902,2.1921,0.1503,-0.8902,2.1921,0.1503,-0.7469,2.2905,0.1238,0,0.3478,,,,-0.5621,2.4359,0.0918
1787424246.787,full,ok,-0.7469,2.2905,0.1238,0,-0.9852,2.1848,0.1476,-0.9852,2.1848,0.1476,-0.8660,2.2377,0.1357,0,0.2607,,,,-0.5690,2.4315,0.0903
1787424246.834,full,ok,-0.8660,2.2377,0.1357,0,-0.5040,2.5035,0.0551,-0.5040,2.5035,0.0551,-0.6850,2.3706,0.0954,0,0.4492,,,,-0.6281,2.4094,0.0924
1787424246.896,full,ok,-0.6850,2.3706,0.0954,0,-0.9409,2.2179,0.1406,-0.9409,2.2179,0.1406,-0.8129,2.2942,0.1180,0,0.2980,,,,-0.6281,2.4094,0.0924
1787424246.959,full,ok,-0.8129,2.2942,0.1180,0,-0.9425,2.2249,0.1397,-0.9425,2.2249,0.1397,-0.8777,2.2596,0.1288,0,0.1470,,,,-0.6355,2.4251,0.0885
1787424247.021,full,ok,-0.8777,2.2596,0.1288,0,-0.6221,2.4485,0.0763,-0.6221,2.4485,0.0763,-0.7499,2.3540,0.1026,0,0.3179,,,,-0.6355,2.4251,0.0885
1787424247.086,full,ok,-0.7499,2.3540,0.1026,0,-0.8778,2.2157,0.1441,-0.8778,2.2157,0.1441,-0.8138,2.2848,0.1233,0,0.1884,,,,-0.6785,2.4035,0.0949
1787424247.151,full,ok,-0.8138,2.2848,0.1233,0,-0.9439,2.1582,0.1584,-0.9439,2.1582,0.1584,-0.8789,2.2215,0.1408,0,0.1815,,,,-0.6980,2.3869,0.1012
1787424247.223,full,ok,-0.8789,2.2215,0.1408,0,-0.8653,2.2016,0.1504,-0.8653,2.2016,0.1504,-0.8721,2.2116,0.1456,0,0.0241,,,,-0.6980,2.3869,0.1012
1787424247.338,full,ok,-0.8721,2.2116,0.1456,0,-0.8764,2.2147,0.1462,-0.8764,2.2147,0.1462,-0.8742,2.2131,0.1459,0,0.0053,,,,-0.7565,2.3216,0.1207
1787424247.397,full,ok,-0.8742,2.2131,0.1459,0,-0.8831,2.2355,0.1369,-0.8831,2.2355,0.1369,-0.8786,2.2243,0.1414,0,0.0240,,,,-0.7565,2.3216,0.1207
1787424247.461,full,ok,-0.8786,2.2243,0.1414,0,-0.6198,2.4531,0.0706,-0.6198,2.4531,0.0706,-0.7492,2.3387,0.1060,0,0.3454,,,,-0.8142,2.2778,0.1261
1787424247.632,full,ok,-0.7492,2.3387,0.1060,0,-0.4279,2.5095,0.0438,-0.4279,2.5095,0.0438,-0.5886,2.4241,0.0749,0,0.3639,,,,-0.7856,2.3290,0.1002
1787424247.690,full,ok,-0.5886,2.4241,0.0749,0,-0.4232,2.4960,0.0481,-0.4232,2.4960,0.0481,-0.5059,2.4600,0.0615,0,0.1804,,,,-0.7856,2.3290,0.1002
1787424247.748,full,ok,-0.5059,2.4600,0.0615,0,-0.4064,2.5133,0.0454,-0.4064,2.5133,0.0454,-0.4561,2.4867,0.0535,0,0.1128,,,,-0.5357,2.4602,0.0584
1787424247.814,full,ok,-0.4561,2.4867,0.0535,0,-0.4491,2.5053,0.0502,-0.4491,2.5053,0.0502,-0.4526,2.4960,0.0518,0,0.0199,,,,-0.5357,2.4602,0.0584
1787424247.886,full,ok,-0.4526,2.4960,0.0518,0,-0.4422,2.5072,0.0519,-0.4422,2.5072,0.0519,-0.4474,2.5016,0.0519,0,0.0153,,,,-0.4782,2.4895,0.0544
1787424247.943,full,ok,-0.4474,2.5016,0.0519,0,-0.4530,2.5158,0.0521,-0.4530,2.5158,0.0521,-0.4502,2.5087,0.0520,0,0.0153,,,,-0.4657,2.4966,0.0548
1787424248.071,full,ok,-0.4502,2.5087,0.0520,0,-0.4962,2.4993,0.0556,-0.4962,2.4993,0.0556,-0.4732,2.5040,0.0538,0,0.0470,,,,-0.4605,2.5041,0.0549
1787424248.167,full,ok,-0.4732,2.5040,0.0538,0,-0.4757,2.5027,0.0469,-0.4757,2.5027,0.0469,-0.4745,2.5033,0.0503,0,0.0029,,,,-0.4675,2.5047,0.0539
1787424248.247,full,ok,-0.4745,2.5033,0.0503,0,-0.4537,2.5148,0.0353,-0.4537,2.5148,0.0353,-0.4641,2.5091,0.0428,0,0.0237,,,,-0.4674,2.5045,0.0464
1787424248.298,full,ok,-0.4641,2.5091,0.0428,0,-0.7042,2.2489,0.1138,-0.7042,2.2489,0.1138,-0.5841,2.3790,0.0783,0,0.3541,,,,-0.4674,2.5045,0.0464
1787424248.361,full,ok,-0.5841,2.3790,0.0783,0,-0.6860,2.2647,0.1073,-0.6860,2.2647,0.1073,-0.6351,2.3218,0.0928,0,0.1531,,,,-0.4953,2.4829,0.0505
1787424248.429,full,ok,-0.6351,2.3218,0.0928,0,-0.5144,2.4184,0.0574,-0.5144,2.4184,0.0574,-0.5748,2.3701,0.0751,0,0.1545,,,,-0.4953,2.4829,0.0505
1787424248.506,full,ok,-0.5748,2.3701,0.0751,0,-0.4373,2.4949,0.0350,-0.4373,2.4949,0.0350,-0.5060,2.4325,0.0551,0,0.1857,,,,-0.5266,2.4515,0.0569
1787424248.557,full,ok,-0.5060,2.4325,0.0551,0,-0.4298,2.4746,0.0378,-0.4298,2.4746,0.0378,-0.4679,2.4535,0.0464,0,0.0871,,,,-0.4827,2.4600,0.0445
1787424248.621,full,ok,-0.4679,2.4535,0.0464,0,-0.3949,2.5003,0.0299,-0.3949,2.5003,0.0299,-0.4314,2.4769,0.0382,0,0.0867,,,,-0.4827,2.4600,0.0445
1787424248.685,full,ok,-0.4314,2.4769,0.0382,0,-0.3455,2.5144,0.0216,-0.3455,2.5144,0.0216,-0.3885,2.4956,0.0299,0,0.0937,,,,-0.4601,2.4642,0.0413
1787424248.746,full,ok,-0.3885,2.4956,0.0299,0,-0.3427,2.5218,0.0190,-0.3427,2.5218,0.0190,-0.3656,2.5087,0.0244,0,0.0527,,,,-0.3952,2.4878,0.0295
1787424248.807,full,ok,-0.3656,2.5087,0.0244,0,-0.3535,2.5314,0.0168,-0.3535,2.5314,0.0168,-0.3596,2.5201,0.0206,0,0.0257,,,,-0.3952,2.4878,0.0295
1787424248.930,full,ok,-0.3596,2.5201,0.0206,0,-0.3547,2.4994,0.0254,-0.3547,2.4994,0.0254,-0.3571,2.5098,0.0230,0,0.0212,,,,-0.3660,2.5120,0.0216
1787424248.989,full,ok,-0.3571,2.5098,0.0230,0,-0.3304,2.5080,0.0276,-0.3304,2.5080,0.0276,-0.3437,2.5089,0.0253,0,0.0268,,,,-0.3553,2.5148,0.0201
1787424249.067,full,ok,-0.3437,2.5089,0.0253,0,-0.3401,2.4904,0.0366,-0.3401,2.4904,0.0366,-0.3419,2.4997,0.0310,0,0.0188,,,,-0.3392,2.5089,0.0277
1787424249.120,full,ok,-0.3419,2.4997,0.0310,0,-0.3828,2.4986,0.0419,-0.3828,2.4986,0.0419,-0.3623,2.4991,0.0364,0,0.0409,,,,-0.3392,2.5089,0.0277
1787424249.190,full,ok,-0.3623,2.4991,0.0364,0,-0.3560,2.4982,0.0485,-0.3560,2.4982,0.0485,-0.3592,2.4987,0.0424,0,0.0064,,,,-0.3341,2.5036,0.0333
1787424249.249,full,ok,-0.3592,2.4987,0.0424,0,-0.3391,2.5057,0.0507,-0.3391,2.5057,0.0507,-0.3491,2.5022,0.0466,0,0.0213,,,,-0.3472,2.5048,0.0467
1787424249.339,full,ok,-0.3491,2.5022,0.0466,0,-0.4090,2.5051,0.0545,-0.4090,2.5051,0.0545,-0.3790,2.5036,0.0505,0,0.0599,,,,-0.3472,2.5048,0.0467
1787424249.405,full,ok,-0.3790,2.5036,0.0505,0,-0.4314,2.5085,0.0539,-0.4314,2.5085,0.0539,-0.4052,2.5061,0.0522,0,0.0526,,,,-0.3409,2.5065,0.0505
1787424249.454,full,ok,-0.4052,2.5061,0.0522,0,-0.4212,2.5319,0.0489,-0.4212,2.5319,0.0489,-0.4132,2.5190,0.0506,0,0.0303,,,,-0.3728,2.5112,0.0521
1787424249.507,full,ok,-0.4132,2.5190,0.0506,0,-0.4082,2.5250,0.0499,-0.4082,2.5250,0.0499,-0.4107,2.5220,0.0502,0,0.0079,,,,-0.3728,2.5112,0.0521
1787424249.585,full,ok,-0.4107,2.5220,0.0502,0,-0.4257,2.5157,0.0527,-0.4257,2.5157,0.0527,-0.4182,2.5189,0.0515,0,0.0163,,,,-0.3878,2.5225,0.0501
1787424249.653,full,ok,-0.4182,2.5189,0.0515,0,-0.4485,2.5081,0.0572,-0.4485,2.5081,0.0572,-0.4333,2.5135,0.0543,0,0.0321,,,,-0.3957,2.5224,0.0505
1787424249.694,full,ok,-0.4333,2.5135,0.0543,0,-0.8571,2.1883,0.1575,-0.8571,2.1883,0.1575,-0.6452,2.3509,0.1059,0,0.5341,,,,-0.3957,2.5224,0.0505
1787424249.757,full,ok,-0.6452,2.3509,0.1059,0,-0.7665,2.3137,0.1238,-0.7665,2.3137,0.1238,-0.7059,2.3323,0.1149,0,0.1269,,,,-0.4447,2.5017,0.0783
1787424249.836,full,ok,-0.7059,2.3323,0.1149,0,-0.7318,2.3098,0.1243,-0.7318,2.3098,0.1243,-0.7189,2.3210,0.1196,0,0.0343,,,,-0.4831,2.4774,0.0808
1787424249.885,full,ok,-0.7189,2.3210,0.1196,0,-0.7603,2.3327,0.1175,-0.7603,2.3327,0.1175,-0.7396,2.3269,0.1185,0,0.0431,,,,-0.4831,2.4774,0.0808
1787424249.968,full,ok,-0.7396,2.3269,0.1185,0,-0.8664,2.1920,0.1533,-0.8664,2.1920,0.1533,-0.8030,2.2595,0.1359,0,0.1851,,,,-0.5573,2.4313,0.0906
1787424250.020,full,ok,-0.8030,2.2595,0.1359,0,-0.8350,2.2150,0.1474,-0.8350,2.2150,0.1474,-0.8190,2.2372,0.1416,0,0.0547,,,,-0.5573,2.4313,0.0906
1787424250.093,full,ok,-0.8190,2.2372,0.1416,0,-0.8256,2.2010,0.1493,-0.8256,2.2010,0.1493,-0.8223,2.2191,0.1455,0,0.0368,,,,-0.6027,2.3990,0.1015
1787424250.162,full,ok,-0.8223,2.2191,0.1455,0,-0.7326,2.3565,0.1067,-0.7326,2.3565,0.1067,-0.7775,2.2878,0.1261,0,0.1640,,,,-0.6702,2.3385,0.1147
1787424250.244,full,ok,-0.7775,2.2878,0.1261,0,-0.4299,2.4971,0.0596,-0.4299,2.4971,0.0596,-0.6037,2.3925,0.0928,0,0.4057,,,,-0.6921,2.3440,0.1086
1787424250.349,full,ok,-0.6037,2.3925,0.0928,0,-0.3909,2.4840,0.0692,-0.3909,2.4840,0.0692,-0.4973,2.4382,0.0810,0,0.2316,,,,-0.5845,2.4174,0.0810
1787424250.413,full,ok,-0.4973,2.4382,0.0810,0,-0.3623,2.4808,0.0698,-0.3623,2.4808,0.0698,-0.4298,2.4595,0.0754,0,0.1416,,,,-0.5845,2.4174,0.0810
1787424250.483,full,ok,-0.4298,2.4595,0.0754,0,-0.3766,2.5020,0.0634,-0.3766,2.5020,0.0634,-0.4032,2.4808,0.0694,0,0.0681,,,,-0.4600,2.4582,0.0771
1787424250.546,full,ok,-0.4032,2.4808,0.0694,0,-0.3815,2.5018,0.0623,-0.3815,2.5018,0.0623,-0.3924,2.4913,0.0658,0,0.0302,,,,-0.4325,2.4734,0.0712
1787424250.624,full,ok,-0.3924,2.4913,0.0658,0,-0.3444,2.5160,0.0532,-0.3444,2.5160,0.0532,-0.3684,2.5037,0.0595,0,0.0540,,,,-0.4325,2.4734,0.0712
1787424250.743,full,ok,-0.3684,2.5037,0.0595,0,-0.3940,2.5068,0.0556,-0.3940,2.5068,0.0556,-0.3812,2.5052,0.0576,0,0.0257,,,,-0.4154,2.4831,0.0673
1787424250.812,full,ok,-0.3812,2.5052,0.0576,0,-0.3974,2.5232,0.0509,-0.3974,2.5232,0.0509,-0.3893,2.5142,0.0543,0,0.0243,,,,-0.3909,2.4943,0.0594
1787424250.897,full,ok,-0.3893,2.5142,0.0543,0,-0.3861,2.5093,0.0541,-0.3861,2.5093,0.0541,-0.3877,2.5118,0.0542,0,0.0058,,,,-0.3892,2.5103,0.0537
1787424250.945,full,ok,-0.3877,2.5118,0.0542,0,-0.3815,2.4937,0.0610,-0.3815,2.4937,0.0610,-0.3846,2.5028,0.0576,0,0.0191,,,,-0.3853,2.5110,0.0537
1787424251.025,full,ok,-0.3846,2.5028,0.0576,0,-0.3954,2.4983,0.0641,-0.3954,2.4983,0.0641,-0.3900,2.5005,0.0608,0,0.0117,,,,-0.3853,2.5110,0.0537
1787424251.106,full,ok,-0.3900,2.5005,0.0608,0,-0.3712,2.4908,0.0661,-0.3712,2.4908,0.0661,-0.3806,2.4957,0.0635,0,0.0211,,,,-0.3820,2.5058,0.0582
1787424251.172,full,ok,-0.3806,2.4957,0.0635,0,-0.3555,2.5043,0.0619,-0.3555,2.5043,0.0619,-0.3680,2.5000,0.0627,0,0.0266,,,,-0.3762,2.4999,0.0641
1787424251.293,full,ok,-0.3680,2.5000,0.0627,0,-0.3720,2.5275,0.0552,-0.3720,2.5275,0.0552,-0.3700,2.5137,0.0589,0,0.0278,,,,-0.3673,2.5017,0.0628
1787424251.339,full,ok,-0.3700,2.5137,0.0589,0,-0.4036,2.5025,0.0594,-0.4036,2.5025,0.0594,-0.3868,2.5081,0.0592,0,0.0354,,,,-0.3652,2.5139,0.0582
1787424251.398,full,ok,-0.3868,2.5081,0.0592,0,-0.4235,2.4848,0.0644,-0.4235,2.4848,0.0644,-0.4052,2.4965,0.0618,0,0.0435,,,,-0.3652,2.5139,0.0582
